source_id,title,company_name,company_type,job_title,role_type,seniority,responsibilities,requirements,bonus_points,skill_keywords,product_keywords,source_name,source_url,reliability,notes
jd_011,AI产品经理实习生-海外AI产品方向,上海奇妙思维科技有限公司,在线教育 / 未融资 / 500-999人,AI产品经理实习生,"海外AI产品经理, B端AI产品经理, AI应用产品经理",实习,产品功能协助设计：参与海外AI产品的功能设计与优化，支持产品经理制定产品路线图和落地方案；需求调研与分析：协助进行市场与用户需求调研，整理分析客户反馈、竞品信息，参与功能规格文档撰写；原型设计支持：使用Figma或Cursor协助产品经理完成产品原型和演示Demo的制作，推动产品实现；跨部门协作沟通：对接设计、研发等团队，参与项目进度跟进和需求落地验证，推动功能上线；用户体验优化：关注企业用户使用习惯，协助收集用户反馈，参与用户体验的持续迭代；数据分析辅助决策：配合进行产品数据的整理和分析，用数据支持产品优化与增长策略。,985本科教育背景，理工科背景（计算机/电子/信息/自动化优先）；有一定coding能力优先；熟悉或愿意快速上手Cursor、Figma等工具；逻辑思维清晰，学习能力强。,有coding能力、海外AI产品调研经验、企业用户研究或B端产品经验优先。,"Figma, Cursor, coding, 产品原型, Demo, 数据分析, 客户反馈分析, 竞品信息分析","产品路线图, 落地方案, 需求调研, 用户需求调研, 功能规格文档, 项目进度跟进, 需求落地验证, 功能上线, 用户体验优化, 增长策略",BOSS直聘截图,,medium,偏海外AI产品与企业用户体验，强调路线图、需求调研、原型Demo和数据辅助决策。
jd_012,AI产品经理实习-数据分析产品与AI交互方向,上海艾瑞市场咨询股份有限公司,互联网 / 不需要融资 / 1000-9999人,AI产品经理实习,"AI数据分析产品经理, B端AI产品经理, AI交互产品经理",实习,1. 参与AI新产品规划，协助完成原型、功能与交互设计，并跟进项目管理；2. 支持现有产品的AI优化与迭代，提供运营支持；3. 协助进行行业信息收集、竞品分析及相关研究工作。,1. 能够熟练运用Office软件（Word/Excel/PowerPoint），擅长图表报告的制作，对数据敏感；2. 必须熟练使用产品设计工具（Axure、墨刀、Visio、Pencil、Pixos等）；3. 对AI技术和产品设计有浓厚兴趣，对AI基础知识有一定了解，有Prompt工程相关经验或AIGC工具深度使用经验者优先。,有Prompt工程相关经验或AIGC工具深度使用经验者优先；表现突出满足转正条件并通过考核可开放正式转正通道。,"Office, Word, Excel, PowerPoint, Axure, 墨刀, Visio, Pencil, Pixos, Prompt工程, AIGC工具, AI分析, 数据敏感","AI新产品规划, 原型设计, 功能设计, 交互设计, 项目管理, AI优化, 产品迭代, 运营支持, 行业信息收集, 竞品分析, 研究工作, B端数据产品",BOSS直聘截图,,medium,偏B端数据分析产品与AI交互，强调Office报告、产品设计工具、竞品分析和AI优化运营。
jd_013,AI产品经理-B端LLM/CV/NLP方向,上海合合信息科技股份有限公司,互联网 / 已上市 / 1000-9999人,ai产品经理,"AI产品经理, B端AI产品经理, 大模型应用产品经理, CV产品经理, NLP产品经理",实习,1. 主导AI产品设计与开发，涵盖LLM、CV、NLP等方向，研究行业趋势并推动产品创新；2. 挖掘B端市场需求，制定产品中长期策略并持续优化产品体验；3. 规划产品Roadmap及版本商业计划，确保产品目标与公司战略一致；4. 协调跨部门资源，推动算法、开发、测试及市场团队高效协作达成目标。,1. 热爱AI领域，对B端产品有深刻理解，具备敏锐的商业与市场洞察力；2. 逻辑思维清晰，擅长数据分析与问题解决，能精准提炼产品核心功能；3. 沟通能力强，具备优秀的项目管理能力与团队协作精神。,有B端产品、LLM/CV/NLP相关产品或市场分析经验优先。,"LLM, CV, NLP, 数据分析, 行业趋势研究","AI产品设计, 产品开发, 产品创新, B端市场需求, 产品中长期策略, 产品体验优化, Product Roadmap, 商业计划, 跨部门协作, 项目管理, 核心功能提炼",BOSS直聘截图,,medium,偏成熟B端AI产品岗位，涉及LLM、CV、NLP，强调市场洞察、Roadmap和跨部门资源协调。
jd_014,AI产品经理-阿里巴巴2027届实习生,阿里巴巴,互联网/游戏/软件 / 2000人以上,AI产品经理-阿里巴巴2027届实习生,"AI应用产品经理, AI平台产品经理, 大模型应用产品经理, Agent产品经理, RAG产品经理",实习,1. 深入理解业务场景，通过用户调研、行业分析及研究挖掘AI落地的创新机会；2. 负责AI应用/平台的方案设计，包括核心功能定义、工作流（Workflow）编排及Prompt设计，输出高质量的产品路线图；3. 与算法工程师、后端开发紧密协作，将大模型能力（LLM、多模态、Agent、RAG等）转化为可规模化的产品功能；4. 建立产品评估体系，利用数据工具（SQL/Python）监控指标波动，根据数据反馈和用户原声持续优化算法表现与用户体验。,1. 本科及以上学历，计算机、人工智能、电子通信、数学、心理学、统计学等相关专业优先；2. 了解AIGC相关知识，包括但不限于文本生成、图像/视频生成、提示词工程；3. 具备基础的数据处理能力，熟悉SQL/Python或数据分析工具者优先；4. 具备优秀的抽象思维和问题拆解能力；对新技术有强烈渴望，始终保持对事物本质的探究心。,熟悉SQL/Python或数据分析工具者优先；对AIGC、LLM、多模态、Agent、RAG等有实践或项目经验优先。,"AIGC, 文本生成, 图像生成, 视频生成, Prompt, Workflow, LLM, 多模态, Agent, RAG, SQL, Python, 数据分析","业务场景理解, 用户调研, 行业分析, AI落地, 方案设计, 核心功能定义, 产品路线图, 产品评估体系, 指标监控, 数据反馈, 用户原声, 算法体验优化, 用户体验优化",招聘平台截图,,medium,大厂AI PM实习JD，覆盖AI应用/平台、Workflow、Prompt、LLM、多模态、Agent、RAG与评估体系，是知识库中高价值样本。
jd_015,产品经理实习生-AI Native方向,兜观科技,互联网/游戏/软件 / 15-50人,产品经理实习生（AI Native方向）,"AI Native产品经理, Agent产品经理, B端系统产品经理",实习,1. 协助产品经理完成AI Native/Agent/B端系统相关产品的调研、需求分析、文档整理、原型设计与上线跟进；2. 使用AI工具完成竞品扫描、会议纪要提炼、需求清单整理、PRD草稿生成等工作；3. 参与真实业务需求讨论，协助梳理角色、流程、规则、页面和异常场景；4. 协助完成产品方案、流程图、原型图、功能清单、测试验收清单等交付物；5. 跟进产品开发、测试、上线过程中的问题反馈与闭环。,1. 本科及以上在校生，计算机、软件工程、信息管理、交互设计等相关专业优先；2. 逻辑清晰，文字表达能力强，能把复杂信息整理成结构化内容；3. 对B端产品、开发工具、AI产品有兴趣；4. 愿意高频使用AI工具提升工作效率；5. 有原型、文档、流程图、项目经历者优先；6. 会一点技术，懂接口/数据库/前后端协作优先。,使用过ChatGPT、Claude、Gemini等工具；做过课程项目、比赛项目、校园产品或技术工具；有技术博客、作品集、原型作品、项目文档沉淀。,"AI Native, Agent, B端系统, ChatGPT, Claude, Gemini, 接口, 数据库, 前后端协作, AI工具, 原型, 文档, 流程图","产品调研, 需求分析, 文档整理, 原型设计, 上线跟进, 竞品扫描, 会议纪要, 需求清单, PRD草稿, 角色流程规则梳理, 异常场景, 功能清单, 测试验收清单, 问题反馈闭环",招聘平台截图,,medium,偏AI Native/Agent/B端系统PM，适合提炼AI工具辅助产品工作的岗位能力要求。
jd_016,德勤风驭-AI应用产品经理实习生,德勤中国,企业服务/咨询 / 2000人以上,德勤风驭-AI应用产品经理实习生,"AI应用产品经理, 咨询/金融AI产品经理, C端AI产品经理",实习,产品和用户洞察：深入研究金融、咨询等目标行业，分析产品动态，协助产品经理完成用户访谈和需求挖掘，清晰定义AI应用产品的用户画像与核心应用场景；产品定义与设计：协助产品经理梳理产品逻辑，撰写PRD（产品需求文档），绘制清晰的产品原型，确保功能设计既满足用户需求，又兼具创新性；项目协同与推进：与算法、研发、设计团队保持高效沟通，协助产品经理推进项目进度，确保产品功能按时、高质量上线。,了解数据库/数据仓库架构，熟练运用SQL、Excel或者Python，有其他数据分析能力或经验优先；学习热情和学习能力强，独立的信息搜集能力和研究能力，优秀的沟通与统筹能力；熟练掌握C端产品UI/UX技能，擅长Sketch、Figma，有作品集适配更佳；对ChatGPT等大语言模型应用有热情，有深度使用经验或相关大模型应用落地经验；有搭建提示词工程、根据业务场景设计和落地不同类型提示词工程经验优先；卓越PPT撰写制作能力，可附上过往作品；国内外重点大学本科及以上优先，不限专业。,有调用大模型API（如GPT系列、文心一言、DeepSeek等）开发个人项目、应用或参与相关竞赛经验；对宏观经济、行业研究、金融数据分析有一定了解，或拥有相关领域实习经历。,"SQL, Excel, Python, 数据库, 数据仓库, UI/UX, Sketch, Figma, ChatGPT, 大语言模型, Prompt工程, 大模型API, GPT, 文心一言, DeepSeek, PPT","用户洞察, 行业研究, 产品动态分析, 用户访谈, 需求挖掘, 用户画像, 应用场景, 产品逻辑, PRD, 产品原型, 项目协同, 项目推进, 功能上线, 创新性",招聘平台截图,,medium,咨询/金融场景AI应用产品实习，强调行业研究、PRD、原型、数据分析和大模型应用落地。
jd_017,AI社交产品实习生-有转正机会,彼行Bixing,互联网/游戏/软件 / 15人以下,AI社交产品实习生（有转正机会）,"AI社交产品经理, C端AI产品经理, AI产品实习生",实习,协助产品团队完成C端产品的用户调研、竞品分析，收集整理用户反馈，挖掘用户核心需求，为产品优化和创新提供支撑；配合完成产品需求文档（PRD）、原型图的辅助绘制与整理工作，跟进产品开发进度，协助推进功能落地与测试；参与产品上线后的效果复盘，协助分析产品数据，结合用户反馈提出合理的迭代建议，助力产品体验提升；主动探索C端产品创新方向，结合AI、社交等热门领域，提出有创意的产品功能或运营思路，参与创新方案的讨论与落地；配合跨部门协作，与设计、技术、运营等团队高效沟通，确保产品相关工作顺畅推进。,学历要求：高中及以上学历，优先考虑211及以上院校在读/应届学生；项目经验：有0-1独立或参与打造AI类、社交类及其他有意思的C端产品项目经验，能清晰阐述项目背景、自身职责及项目成果；核心素质：具备极强的创造力和创新思维，善于观察用户需求，能提出新颖、可行的产品想法，逻辑清晰，具备基本的问题分析和解决能力；优先条件：有创业经历者优先考虑；其他要求：学习能力强，工作积极主动，有责任心，具备良好沟通协作能力和团队协作意识，能保证稳定的实习时长（至少3个月，每周不少于4天）。,有创业经历；有AI类、社交类、C端产品项目经验；211及以上院校在读/应届学生优先。,"AI, 社交产品, PRD, 原型图, 产品数据分析","用户调研, 竞品分析, 用户反馈, 核心需求挖掘, 产品优化, 产品创新, 功能落地, 测试, 效果复盘, 迭代建议, 产品体验提升, 创新方案, 跨部门协作",招聘平台截图,,medium,偏C端AI社交产品，强调0-1产品项目经验、用户洞察、创新思维和社交场景。
jd_018,AI产品策略方向实习生-抖音生活服务,字节跳动,互联网/游戏/软件 / 2000人以上,AI产品（策略方向）实习生-抖音生活服务,"AI策略产品经理, 本地生活AI产品经理, Agent产品经理, RAG产品经理, AI评测产品经理",实习,1. AI策略设计与行业落地：参与并深入调研生活服务（餐饮、游玩、服务零售等）细分行业，理解商家入驻、经营过程中的需求痛点，设计AI与商家运营策略沟通的Agent；2. 负责Prompt工程迭代，根据业务场景撰写、调优并测试Prompt，提升模型回答的准确性与业务转化效果；3. 协同算法团队完成模型微调策略或RAG逻辑优化，推动验证有效的策略在多场景规模化应用；4. 负责监控AI沟通效果，参与建设数据监控看板，确保业务过程数据可观测；5. 负责负面案例分析与标注框架设计，主导专项质检，从通话案例中提取特征，反向优化Prompt或业务流程；6. 构建AI回复的评测集并定义评测标准，通过人工与模型辅助（LLM-as-a-Judge）的方式，对回答质量进行量化分析并输出优化建议。,1. 2027届本科及以上学历在读，计算机、统计、数学或相关专业优先；2. 具备良好的逻辑推导能力与文字表达能力，能够产出高质量的调研报告与需求文档，熟练使用SQL及Excel进行数据处理，具备基础的数据敏感度；3. 熟悉大语言模型（LLM）基本原理，对Prompt Engineering有实际操作经验，了解如何通过结构化指令优化模型输出；4. 了解模型评测逻辑，能够针对业务场景设计合理评测规则（Evaluation Benchmarks）；5. 有使用Dify、扣子或LangChain等相关AI工具/框架经验者优先；6. 具备优秀的沟通协作和跨团队协同能力，全勤实习4个月以上。,有Dify、扣子、LangChain等相关AI工具/框架经验；熟悉LLM评测、Prompt Engineering、RAG逻辑优化或模型微调策略优先。,"Prompt Engineering, RAG, LLM, LLM-as-a-Judge, Evaluation Benchmarks, SQL, Excel, Dify, 扣子, LangChain, Agent, 模型微调, 数据看板","AI策略设计, 行业调研, 需求痛点, 商家运营, Agent设计, Prompt迭代, 业务转化, RAG逻辑优化, 规模化应用, AI沟通效果监控, 负面案例分析, 标注框架, 专项质检, 评测集, 评测标准, 跨团队协同",招聘平台截图,,medium,高价值大厂AI策略JD，覆盖Agent、Prompt工程、RAG优化、数据看板、标注框架、LLM-as-a-Judge和AI评测体系。
jd_019,AI产品经理-多模态大模型/AgentOS方向,上海商汤智能科技有限公司,C轮 / 1000-9999人 / 互联网,AI产品经理,"大模型应用产品经理, Agent产品经理, 多模态AI产品经理, AI平台产品经理",实习,配合工程研发、大模型算法，做产品规划和产品落地；参与自研多模态大模型的训练和落地，从产品角度定义LLM Agent训练数据的构造方式、评估方法、测试集和迭代路径；参与设计AgentOS、MLLM驱动的新一代多智能体操作系统，并站在用户角度定义上层Agent应用。,对LLM有一定技术理解度；实践过提示工程、RAG调优、Agent编排、大模型function call、Workflow编排、模型微调、多模态模型训练和应用者优先；对LLM新产品、新框架、新项目有好奇心；有较强体验sense。,有Python等语言编程能力加分；参加过大模型黑客松加分。,"LLM, Agent, RAG, Prompt Engineering, Function Calling, Workflow, 模型微调, 多模态大模型, MLLM, AgentOS, Python","产品规划, 产品落地, 训练数据定义, 评估方法, 测试集, 迭代路径, 用户体验, 多智能体操作系统",BOSS直聘截图,,medium,偏大模型、多模态、AgentOS和智能体操作系统方向；对技术理解要求较高。
jd_020,AI产品经理-AIGC内容数据基础设施方向,数宗科技（上海）有限公司,天使轮 / 0-20人 / 人工智能,AI产品经理,"AIGC产品经理, Agent产品经理, 内容数据基础设施产品经理, AI应用产品经理",实习,协助AI Agent与AIGC生产消费平台产品研发，基于市场调研、用户反馈，优化产品原型与功能，撰写产品需求文档；协调开发与设计团队，跟踪并管理产品开发进度，完成产品开发、测试、版本管理、评审发布等环节，保证产品及时发布上线与迭代。,学历与专业不限，对AIGC/内容行业有基本了解；每周3-4天，实习3个月以上；有SD Web UI、ComfyUI等AIGC工具以及Python等编程经验优先；有AIGC或互联网产品实习/项目经验者优先。,有AIGC工具使用经验、Python编程经验、AIGC或互联网产品实习/项目经验优先。,"AI Agent, AIGC, Multi-Model Knowledge Graph, RAG, 模型微调, SD Web UI, ComfyUI, Python","市场调研, 用户反馈, 产品原型, 功能优化, PRD, 产品开发, 测试, 版本管理, 评审发布, 产品迭代",BOSS直聘截图,,medium,公司定位为AGI时代内容数据基础设施，强调AIGC生产消费平台和Agent。
jd_021,AI产品经理-RAGFlow开源RAG引擎方向,英飞流（上海）信息科技有限公司,天使轮 / 20-99人 / 计算机软件,ai产品经理,"RAG产品经理, 开源AI产品经理, B端AI产品经理",实习,参与AI大模型RAG引擎RAGFlow的设计与开源工作；负责开源项目的中英文文档设计与编写工作；设计和制作项目主页和项目宣传视频。,熟悉RAG产品，了解RAG产品的原理；对B端产品有浓厚兴趣；熟练掌握Figma、Photoshop、Illustrator等常用设计软件，具备较高审美。,,"RAG, RAGFlow, 开源项目, Figma, Photoshop, Illustrator, 大模型RAG引擎","B端产品, 产品文档, 中英文文档, 开源项目主页, 宣传视频, 产品设计, 产品传播",BOSS直聘截图,,medium,强RAG方向样本，直接关联RAGFlow开源项目。
jd_022,学科AI产品经理-学科知识库/教育AI方向,智慧树,教育科技 / 在线教育,学科AI产品经理,"知识库产品经理, 教育AI产品经理, RAG产品经理, 学科AI产品经理",初级/经验不限,构建学科知识体系，深入剖析特定学科特色，拆解并框定知识点词条范围，构建逻辑严密、层级清晰的学科知识体系；搭建高质量数据源矩阵，面向底层知识库与系统检索需求，搜集整理并筛选高质量电子书、权威学术文献、行业白皮书及国家/国际标准等数据源；把控内容与数据质量，建立词条质量评估标准；推进产教融合知识创新。,统招本科及以上学历，相关专业优先；有头部互联网、知名咨询公司或行业Top企业实习/项目经验者优先；有复杂研究报告撰写或行业知识库搭建经验者优先；具备结构化思维、MECE拆解能力、检索能力和信息交叉验证能力。,对LLM、RAG或AI Agent知识库构建有基本认知或强烈兴趣；熟练掌握Python或具备数据抓取/自动化处理工具使用经验。,"LLM, RAG, AI Agent, 知识库构建, Python, 数据抓取, 自动化处理, 文献检索","学科知识体系, 知识点词条, 数据源矩阵, 系统检索, 内容质量评估, 数据质量, 产教融合, 用户需求",BOSS直聘截图,,medium,知识库/RAG/教育AI方向样本。
jd_023,AI产品经理实习生-Agent应用方向,上海己式文化科技有限公司,0-20人 / 广告营销,AI产品经理实习生（Agent应用方向）,"Agent产品经理, AI应用产品经理, C端AI产品经理",实习,参与海外AI Agent产品建设，探索并落地海外Agent应用场景，完成方案设计、开发与性能评测；撰写项目文档，定期复盘总结；开展Prompt Engineering、RAG、Agent等方向前沿技术研究；深度挖掘业务场景，持续优化解决方案；配合项目经理进行项目管控，确保计划高质量交付。,本科或研究生在读，计算机、心理学、人工智能等专业优先；了解NL2SQL、RAG等技术；熟悉大模型在C端的应用场景；了解AI Agent，使用过Coze、Dify等智能体开发工具，能独立搭建复杂智能体；掌握Prompt工程方法。,有留学背景或留学申请经验优先；曾接触过大模型/AI Agent产品落地经验优先；英语六级通过者优先。,"AI Agent, Prompt Engineering, RAG, Search, NL2SQL, Coze, Dify, C端AI应用, Prompt设计, 效果评测","海外Agent应用, 方案设计, 开发与性能评测, 项目文档, 技术研究, 业务场景挖掘, 项目管理, 产品交付",BOSS直聘截图,,medium,典型Agent应用产品实习岗位，强调Coze/Dify、Prompt与RAG能力。
jd_024,产品实习生-境外电商数字人带货方向,上海邻境网络科技有限公司,天使轮 / 20-99人 / 互联网,产品实习生（境外电商数字人带货方向）,"AI数字人产品经理, 跨境电商AI产品经理, AIGC产品经理, 直播电商AI产品经理",实习,协助产品负责人完成境外电商数字人带货软件的需求收集、梳理与分析，整理用户需求与业务场景，参与产品规划与方案讨论；参与数字人直播带货相关产品功能设计、交互流程梳理，协助输出产品原型、PRD文档等资料；协助跟进研发、测试等落地环节；调研竞品市场和竞品动态，收集海外用户反馈；推进数字人交互、AI视频生成等功能落地。,本科及以上学历，计算机、软件工程、人工智能、电子商务、市场营销等相关专业优先；每周至少4天，实习3个月以上；对AI数字人、跨境电商、直播带货领域有浓厚兴趣；熟练使用Axure、XMind、Visio等产品设计工具，具备基础文档撰写能力；逻辑清晰，沟通协作和抗压能力强；具备基础英语读写能力。,有数字人产品、工具类产品、跨境电商平台相关实习或项目经验；了解RAG、AI Agent、大模型基础应用，或有AI工具使用/产品建设经验；对TikTok Shop、Amazon Live等直播生态有了解；具备基础数据分析能力。,"AI数字人, AI视频生成, AIGC, RAG, AI Agent, 大模型, Axure, XMind, Visio, TikTok Shop, Amazon Live","需求收集, 用户需求分析, 业务场景, 产品规划, 功能设计, 交互流程, PRD, 原型, 研发测试跟进, 竞品调研, 海外用户反馈",BOSS直聘截图,,medium,跨境电商+数字人直播方向。
jd_025,产品经理实习生-AI玩宠方向,杭州光界未来科技有限公司,不需要融资 / 0-20人 / 智能硬件/消费电子,产品经理实习生--AI玩宠方向,"AI陪伴产品经理, AI硬件产品经理, Agent产品经理, C端AI产品经理",实习,通过线上调研、社群交流等方式深入挖掘用户情感/陪伴需求，输出用户画像与痛点分析，定义产品核心定位；基于市场趋势与AI技术发展，规划产品功能矩阵，包括人格设定、知识库架构、对话语料生成策略；设计可落地交互逻辑，如好感度系统、动态记忆框架，提升用户长期陪伴粘性；跟踪AI陪伴硬件领域动态，分析竞品优势劣势，探索创新方向。,本科及以上学历，计算机、心理学、人机交互相关专业优先；熟悉生成式AI技术栈，如LLM、RAG，具备Prompt工程与Agent开发实战经验；具备用户研究能力，深度理解成年人陪伴需求；熟悉使用Cursor、Claude Code等AI辅助工具；具备跨部门沟通能力。,接触过小智聊天机器人开源项目或类似AI聊天硬件；酒馆、纳呐、星野等AI聊天软件深度用户；有技术博客、作品集、原型作品或项目文档沉淀。,"LLM, RAG, Prompt工程, Agent, Cursor, Claude Code, AI陪伴, AI硬件, 动态记忆, 情感计算","用户研究, 用户画像, 痛点分析, 产品定位, 功能矩阵, 人格设定, 知识库架构, 对话语料, 交互逻辑, 竞品分析",BOSS直聘截图,,medium,AI陪伴硬件/玩宠方向。
jd_026,AI产品经理-初级-AI Agent/AI短剧方向,蜂云视界（上海）数字传媒科技有限公司,未融资 / 20-99人 / 人工智能,AI产品经理（初级）,"AI Agent产品经理, AIGC产品经理, AI短剧产品经理, AI应用产品经理",初级/1-3年,负责AI Agent及自动化产品需求分析、功能定义与产品路线图制定，跟踪Agent技术发展，如LLM、RAG、Function Calling、多Agent协作，将技术能力转化为产品方案；参与AI短剧制作全链路产品设计，包括剧本生成、角色设定、分镜制作、视频合成等；收集并分析用户反馈与业务需求，制定迭代计划；与研发、设计、运营团队协作，撰写PRD并跟进开发进度；关注AI产品和短剧行业动态，输出竞品分析报告。,本科及以上学历，1-3年产品经理相关经验；对AI技术有浓厚兴趣和主动学习习惯，了解大语言模型、Prompt Engineering、AI Agent等基本概念；具备产品经理基本功，能独立完成需求文档、PRD撰写、用户故事梳理和流程图绘制；逻辑清晰，善于拆解复杂问题；具备良好跨团队沟通与项目推动能力。,有AI产品、对话式AI、AIGC、Agent类相关经验；了解短剧、短视频或内容创作行业；有技术背景；自媒体或内容运营经验；有个人AI项目、技术博客或开源贡献。,"AI Agent, LLM, RAG, Function Calling, 多Agent协作, Prompt Engineering, AIGC, AI短剧, 视频合成","需求分析, 功能定义, 产品路线图, 产品方案, 全链路产品设计, 用户反馈, 迭代计划, PRD, 用户故事, 流程图, 竞品分析",BOSS直聘截图,,medium,初级正式岗位，覆盖AI Agent自动化产品与AI短剧制作工具。
jd_027,AI产品经理实习生-SaaS/B端设计方向,上海航翼网络科技有限公司,A轮 / 100-499人 / 互联网,AI产品经理实习生,"AI SaaS产品经理, B端AI产品经理, AI产品设计经理",实习,协助AI产品/SaaS产品规划及落地，包括Web端管理后台、数据看板、配置页面、AI助手等；理解数据同步、API连接等业务场景，设计清晰高效的操作界面；参与B端设计系统搭建与维护，建立统一组件库和设计规范；与产品经理紧密配合，将业务需求转化为设计方案；与前端开发协作，确保设计还原度并推动设计落地。,全日制硕士在读，有AI产品经验；精通Figma、Sketch、AI等设计工具，熟悉MasterGo或即时设计等协作平台；熟悉B端设计规范，如Ant Design、Arco Design、Element等；擅长数据密集型界面设计，如表格、表单、筛选、仪表盘和数据可视化；逻辑清晰，能理解抽象业务流程和技术概念；具备良好沟通能力和团队协作意识。,熟悉后端技术，能与开发高效沟通；有设计系统从0到1搭建经验；关注AIGC设计趋势，能借助Midjourney、Stable Diffusion、ComfyUI等AI智能设计软件提升效率。,"AI SaaS, Web管理后台, 数据看板, API连接, Figma, Sketch, MasterGo, Ant Design, Arco Design, Element, Midjourney, Stable Diffusion, ComfyUI","SaaS产品规划, B端产品设计, 管理后台, 数据可视化, 组件库, 设计系统, 设计规范, 设计还原, 业务需求转化, 前端协作",BOSS直聘截图,,medium,偏AI SaaS/B端产品设计与后台体验方向。
jd_028,AI产品经理实习生-赛博生命体/AI陪伴方向,上海灵能苍老科技有限公司,天使轮 / 0-20人 / 人工智能,AI产品经理实习生,"AI陪伴产品经理, Agent产品经理, AI硬件产品经理, C端AI产品经理",实习,从用户陪伴需求出发，主导产出高质量产品需求文档PRD、原型设计及功能迭代路线图；结合多模态大模型能力，主导AI智能体的人设Persona搭建与底层逻辑框架设计，通过深度Prompt工程与多轮对话设计，赋予玩宠真实性格与个性反馈能力；设计跨界软硬件协同体验，如TTS语音情绪调优、3D DoF机械结构动作表现；在高度不确定环境中建立敏捷研发迭代节奏，利用数据分析与早期内外部测试反馈持续优化；围绕Z世代、二次元、Furry等核心圈层制定GTM策略和社媒平台启动方案。,全日制本科及以上在校生；具备实战项目经历；熟悉主流大模型能力边界及Agent框架，具备Prompt撰写、复杂逻辑编排、独立系统搭建和产品chat性能调优能力；能与算法、硬件、工程团队沟通协同；具备网感与同理心，理解年轻一代亚文化圈层与消费需求。,有AI陪伴/Agent应用项目，如星野、Glow、Character.AI等；关注ACGN、Furry、BJD、潮玩等亚文化圈层，或具备心理学、宠物行业深度研究背景；有IoT或C端智能硬件、角色扮演相关实践经验。,"多模态大模型, Agent, Prompt工程, 多轮对话, TTS, 3D DoF, AI陪伴, Persona, Role-play, IoT, GTM","用户陪伴需求, PRD, 原型设计, 功能迭代路线图, 人设设计, 个性反馈, 软硬件协同, 敏捷迭代, 数据分析, 用户测试, 社媒启动",BOSS直聘截图,,medium,高强度AI陪伴/智能硬件方向岗位。
jd_029,AI产品经理-IoT/AI工具集成方向,上海欣伟达网络科技有限公司,0-20人 / 互联网,AI产品经理,"B端AI产品经理, IoT产品经理, AIGC产品经理, AI工具产品经理",正式/3-5年,寻找AI领域深刻理解的产品经理，将现有AI功能有效应用于各种场景，开发创新AI互联网/物联网产品；深入理解AI技术，识别并评估适合集成的主流和新兴AI功能，如对话AI工具、AI图像生成工具、AI视频生成和编辑工具、机器学习平台、自然语言处理工具；探索并定义AI产品的市场定位和目标用户；与技术团队紧密合作，确保AI功能有效实施和产品开发顺利进行；监控产品开发过程，确保按时间表和质量标准完成。,对AI和物联网技术有深入了解和实际应用经验；有成功开发和推出AI产品的经验，尤其是互联网或物联网领域；具备优秀沟通和团队协作能力，能够跨部门工作；具备强烈创新精神和问题解决能力；能够在快节奏和变化环境中保持灵活性和创造力。,年薪50万人民币起，根据经验和能力调整；额外绩效奖金和公司股权激励。,"AI, IoT, ChatGPT, DALL-E, Photoshop AI, Synthesia, Runway ML, Google Cloud AI, IBM Watson, GPT-3, BERT, NLP, 机器学习平台","市场定位, 目标用户, AI工具集成, 产品开发, 跨部门协作, 质量标准, 产品创新, 物联网产品",BOSS直聘截图,,medium,正式高薪岗位，偏AI能力集成与IoT产品，和实习岗区别较大。
jd_030,产品经理-AI/算法/B端/金融,上海夺畅网络技术有限公司,D轮及以上 / 1000-9999人 / 互联网金融,产品经理-AI/算法/B端/金融,"AI金融产品经理, B端AI产品经理, 算法产品经理, 企业级AI产品经理",正式/5-10年,研究AI类产品的最新发展动态；深入理解并分析用户在人工智能场景上的诉求，结合抓住要点并探索出AI与产品结合的亮点，输出整体解决方案；负责竞品分析、行业调研、产品策划和设计，结合用户需求分析，撰写需求文档；推动并保证产品研发上线和快速迭代，不断打磨优化用户体验；全面负责AI在金融场景应用落地。,本科及以上学历，5年产品经理工作经验，有金融科技相关经验者优先；具备AI思维、产品思维、创新思维和商业思维，有AI产品项目经验者优先；具备全局视野和持续学习自驱力，有良好业务理解能力；有较强责任心及目标驱动力，沟通能力强，注重细节，具备解决复杂问题的能力；良好英文沟通及读写能力，有海外学习或工作经历优先。,,"AI, 算法, 大模型应用, 企业级AI, AI Agent, AI评测, 智能客服, 数据标注平台","产品策划, 产品设计, 行业调研, 竞品分析, 用户需求分析, 需求文档, 解决方案, 金融场景落地, 快速迭代, 用户体验",BOSS直聘截图,,medium,正式岗位，偏金融科技B端AI/算法产品，要求5年经验。
